biotools_id,name,description,homepage,topics,functions,tool_type,license,cost,maturity,language,url,publications
bionoinet,BionoiNet,BionoiNet is ligand-binding site classification with off-the-shelf deep neural network.,https://github.com/CSBG-LSU/BionoiNet,Binding sites; Molecular modelling; Pharmacology,Binding site prediction; Essential dynamics; Molecular docking,Command-line tool,GPL-3.0,,,Python,https://github.com/CSBG-LSU/BionoiNet,10.1093/BIOINFORMATICS/BTAA094
bionsi,BioNSi,"Model biological networks and simulate their discrete-time
dynamics. It includes a visual representation of the network that enables researchers to construct, set the parameters, and observe network behavior under various conditions.",http://bionsi.wixsite.com/bionsi,Molecular modelling,Molecular dynamics; Network simulation; Pathway or network analysis; Pathway or network visualisation,Plug-in,CC-BY-4.0,,,Java,http://bionsi.wixsite.com/bionsi,10.12688/f1000research.13254.2
biopredyn-bench,BioPreDyn-Bench,Suite of benchmark problems for dynamic modelling in systems biology.,https://sites.google.com/site/biopredynbenchmarks/,Molecular dynamics,Network simulation,Command-line tool,,,,"MATLAB, C",https://sites.google.com/site/biopredynbenchmarks/,10.1186/s12918-015-0144-4
bioprofiling.jl,BioProfiling.jl,Profiling biological perturbations with high-content imaging in single cells and heterogeneous populations. Multidimensional profiling to quantify complex changes via the minimum covariance determinant.,https://github.com/menchelab/BioProfiling.jl,Compound libraries and screening,Gene expression profiling; Quantification; Standardisation and normalisation,Script,MIT,Free of charge (with restrictions),,Julia,https://github.com/menchelab/BioProfilingNotebooks,10.1101/2021.06.18.448961
bioprotis,BioProtIS,"BioProtIS is a pipeline for streamlining protein-ligand interaction analysis, integrating molecular dynamics and docking to automate workflows at genomic and transcriptomic scales. It leverages open-source tools to facilitate docking and incorporates modular design for user customization.",https://github.com/BBMDO/BioProtIS,Drug discovery; Molecular modelling,Molecular dynamics; Protein-protein docking; Virtual screening,,,,,,https://github.com/BBMDO/BioProtIS,10.1016/J.JMGM.2024.108721
biorssay,BioRssay,An R Package for Analyses of Bioassays and Probit Graphs.,https://github.com/milesilab/BioRssay,Toxicology,Regression analysis; Visualisation,Library,AGPL-3.0,Free of charge,,R,https://github.com/milesilab/BioRssay,10.21203/RS.3.RS-910524/V1
bios2cor,Bios2cor,Bios2cor is an R package integrating dynamic and evolutionary correlations to identify functionally important residues in proteins.,https://CRAN.R-project.org/package=Bios2cor,Molecular dynamics,Correlation; Essential dynamics; Multiple sequence alignment; Network analysis; Simulation analysis,Library,GPL-3.0,,,R,https://CRAN.R-project.org/package=Bios2cor,10.1093/BIOINFORMATICS/BTAB002
bioshell,BioShell,BioShell is a suite of command line tools and a library for structural bioinformatics.,https://bioshell.readthedocs.io,Structural biology,Sequence assembly; Simulation analysis,Command-line tool,Apache-2.0,,,"C++, Python",https://bitbucket.org/dgront/bioshell/src/master/,10.3390/BIOM10030461
BioSimulator.jl,BioSimulator.jl,Stochastic simulation in Julia.,https://github.com/alanderos91/BioSimulator.jl,Computational chemistry,Enzyme kinetics calculation; Modelling and simulation,Script,MIT,Free of charge,Mature,Julia,https://github.com/alanderos91/BioSimulator.jl,10.1016/j.cmpb.2018.09.009
biosm,BioSM,Cheminformatics tool that uses known mammalian biochemical compounds (scaffolds) and graph matching methods to identify biochemical structures in chemical structure space.,http://metabolomics.pharm.uconn.edu/?q=Software.html,Cheminformatics,Structure comparison,Command-line tool,,,,Java,http://metabolomics.pharm.uconn.edu/?q=Software.html,10.1021/ci300512q
biospring,BioSpring,BioSpring is an interactive molecular modeling and simulation framework that utilizes an augmented elastic network model to provide intuitive insights into biomolecular dynamics. It enables real-time exploration of macromolecular mechanics and supports a variety of applications including protein docking and structural analysis.,https://biospring.mol3d.tech,Molecular dynamics; Molecular modelling; Structural biology,Molecular dynamics; Network analysis; Phasing; Protein-protein docking; Visualisation,,,,,,https://biospring.mol3d.tech,10.1002/PRO.70130
biosvd,biosvd,"Contains functions to reduce the input data set from the feature x assay space to the reduced diagonalized eigenfeature x eigenassay space, with the eigenfeatures and eigenassays unique orthonormal superpositions of the features and assays, respectively. Results of SVD applied to the data can subsequently be inspected based on generated graphs, such as a heatmap of the eigenfeature x assay matrix and a bar plot with the eigenexpression fractions of all eigenfeatures.",http://bioconductor.org/packages/release/bioc/html/biosvd.html,Molecular modelling,Data handling; Expression data visualisation,Command-line tool,Artistic-2.0,,,R,http://bioconductor.org/packages/release/bioc/html/biosvd.html,10.1038/nmeth.3252
biotagme,BioTAGME,"BioTAGME framework which combinesTAGME annotation framework based on Wikipedia corpus, with DT-Hybrid methodology.",https://biotagme.eu/,Biophysics,Network analysis; Text annotation; Text mining,Workbench,Proprietary,,,Scala,https://biotagme.eu/,10.3389/fgene.2022.855739
biovlab-cancer-pharmacogenomics,BioVLAB-Cancer-Pharmacogenomics,A system to analyze multi-omics cancer tissue intratumor heterogeneity and connect to cancer cell lines on user's Amazon cloud computing environment.,http://biohealth.snu.ac.kr/software/biovlab_cancer_pharmacogenomics,Drug discovery,Gene expression profiling; Methylation analysis; Service discovery,Web application,,Commercial,,,http://biohealth.snu.ac.kr/software/biovlab_cancer_pharmacogenomics,10.1093/BIOINFORMATICS/BTAB478
bipotentr,BipotentR,Discovery of Targets for Immune-Metabolic Antitumor Drugs Identifies Estrogen-Related Receptor Alpha.,http://bipotentr.dfci.harvard.edu/,Drug discovery,Virtual screening,Web application,GPL-3.0,Free of charge,,R,https://github.com/vinash85/TRIM,10.1158/2159-8290.cd-22-0244
bipspi,BIPSPI+,BIPSPI (xgBoost Interface Prediction of Specific Partner Interactions) is a partner specific binding site predictor that employs the XGBoost algorithm,https://bipspi.cnb.csic.es,Binding sites; Molecular modelling,Binding site prediction; Protein interaction prediction; Protein quaternary structure prediction; Protein-protein docking,Web application,Apache-2.0,Free of charge,,Python,https://github.com/rsanchezgarc/BIPSPI,10.1016/j.jmb.2022.167556
bisa,BiSA,Binding sites analyser is a database driven software and stores all of its data in a relational database management system (RDBMS) such as SQL Server in Windows or PostgreSQL on Linux.,http://bisa.sourceforge.net/,Binding sites,Sequence database search,Desktop application,,,,"C#, Python",http://bisa.sourceforge.net/,10.1371/journal.pone.0087301
bisim,BiSim Tool,"The BiSim Tool is a user-friendly simulation tool designed to aid in the design and development of ligand-binding assays (LBAs). It facilitates exploring parameter combinations and understanding the dynamic equilibrium of free and bound fractions, ultimately saving time and resources during assay development.",https://proteinbindingsimulation.shinyapps.io/BiSim-ProteinBindingSimulation,Pharmacology,Modelling and simulation; Protein-ligand docking; Standardisation and normalisation,,,,,,https://proteinbindingsimulation.shinyapps.io/BiSim-ProteinBindingSimulation,10.4155/BIO-2023-0242
bitbirch,BitBIRCH,"BitBIRCH is a time- and memory-efficient clustering algorithm designed for large molecular libraries, leveraging the instant similarity formalism to improve performance compared to standard clustering methods.",https://github.com/mqcomplab/bitbirch,Cheminformatics; Compound libraries and screening,Clustering; Essential dynamics; Virtual screening,,,,,,https://github.com/mqcomplab/bitbirch,10.1039/D5DD00030K; 10.1101/2025.03.20.644337
bitbirch-lean,BitBIRCH-Lean,BitBIRCH-Lean is a fast and memory-efficient implementation of the Bit-BIRCH algorithm designed for high-throughput clustering of molecular libraries. It utilizes optimized data structures and C++ extensions to achieve significant speedups for typical workstations.,https://github.com/mqcomplab/bblean,Compound libraries and screening; Medicinal chemistry,Clustering; Virtual screening,,,,,C++,https://github.com/mqcomplab/bblean,10.1101/2025.10.22.684015
bitenet,BiteNet,"BiteNet is a computational approach for the large-scale detection of protein binding sites that considers protein conformations as the 3D-images, binding sites as the objects on these images to detect, and conformational ensembles of proteins as the 3D-videos to analyze. BiteNet is suitable for spatiotemporal detection of hard-to-spot allosteric binding sites, as we showed for conformation-specific binding site of the epidermal growth factor receptor, oligomer-specific binding site of the ion channel, and binding sites in G protein-coupled receptors.",https://github.com/i-Molecule/bitenet,Binding sites; Drug discovery,Binding site prediction; Protein identification; Simulation analysis; Transmembrane protein prediction; Virtual screening,Library,,,,"PyMOL, Python",https://github.com/i-Molecule/bitenet,10.1101/2020.02.20.952309; 10.1038/s42003-020-01350-0
bitqt,BitQT,A Graph-Based Approach to the Quality Threshold Clustering of Molecular Dynamics.,https://github.com/LQCT/BitQT.git,Molecular dynamics,Clustering; Molecular dynamics; Simulation analysis,Command-line tool,GPL-3.0,Free of charge,,Python,https://github.com/LQCT/BitQT.git,10.1093/BIOINFORMATICS/BTAB595
bitterdb,BitterDB,"The aim of BitterDB database is to gather information about bitter-tasting natural and synthetic compounds, and their cognate bitter taste receptors (T2Rs or TAS2Rs).",https://bitterdb.agri.huji.ac.il/dbbitter.php,Compound libraries and screening; Medicinal chemistry,,Database portal,,,,,https://bitterdb.agri.huji.ac.il/dbbitter.php,10.1093/nar/gky974
bitterpredict,BitterPredict,"Classifier which predicts whether a compound is bitter or not, based on its chemical structure.",https://github.com/Niv-Lab/BitterPredict1,Computational chemistry,Prediction and recognition,Script,,,,MATLAB,https://github.com/Niv-Lab/BitterPredict1,10.1038/s41598-017-12359-7
blind_docking_server,Blind Docking Server,"Server for performing blind docking calculations. Unique approach where user only inputs ligand and protein, and where the whole protein surface area is processed in order to find potential ligand interaction spots. Main application case can be found at:

https://www.nature.com/articles/s41589-019-0278-6",https://bio-hpc.ucam.edu/achilles,Molecular modelling,,,,,,,https://bio-hpc.ucam.edu/achilles,10.1038/s41589-019-0278-6
blockclust,blockclust,Galaxy workflow for BlockClust pipeline.,https://github.com/bgruening/galaxytools/tree/master/workflows/blockclust,Cheminformatics,Sequence clustering,Workflow,MIT,,Mature,"R, JavaScript, Shell, Perl, Python, Groovy",https://github.com/bgruening/galaxytools/tree/master/workflows/blockclust,10.1093/bioinformatics/btu270
blood-exposome-db,Blood Exposome Database,"Generating the Blood Exposome Database Using a Comprehensive Text Mining and Database Fusion Approach | The exposome represents the sum of all exposures during the life-span of an organism (from chemicals to microbes, viruses, radiation and other sources)",http://bloodexposome.org,Toxicology,Chemical similarity enrichment; Query and retrieval; Text mining,Database portal,,,,R,https://github.com/barupal/exposome,10.1289/EHP4713
BLUES,BLUES,"Rapid Decorrelation of Ligand Binding Modes Using Nonequilibrium Candidate Monte Carlo.

Applications of nonequilibrium candidate Monte Carlo (NCMC) to ligand binding mode sampling.

BLUES: Binding modes of Ligands Using Enhanced Sampling.

Gill, S; Lim, N. M.; Grinaway, P.; Rustenburg, A. S.; Fass, J.; Ross, G.; Chodera, J. D.; Mobley, D. L. “Binding Modes of Ligands Using Enhanced Sampling (BLUES): Rapid Decorrelation of Ligand Binding Modes Using Nonequilibrium Candidate Monte Carlo” - Journal of Physical Chemistry B. February 27, 2018",http://github.com/MobleyLab/blues,Biophysics; Molecular dynamics,Molecular dynamics; Protein-ligand docking; Protein-protein docking,,MIT,,,Python,http://github.com/MobleyLab/blues,10.26434/CHEMRXIV.5406907.V2; 10.26434/CHEMRXIV.5406907.V3; 10.26434/CHEMRXIV.5406907.V5
bluues,Bluues,Electrostatic properties of proteins based on generalized Born radii.,http://protein.bio.unipd.it/bluues/,Computational chemistry,Analysis,Web application,,,,,http://protein.bio.unipd.it/bluues/,10.1093/bioinformatics/bts343
bmaps,BMaps,"Fragment-based drug design and compound binding evaluation.
Boltzmann Maps provides you, a drug researcher, with tools to design and prioritize small molecules in pre-clinical drug discovery.",https://www.boltzmannmaps.com,Medicinal chemistry; Molecular modelling,Mapping; Sequence assembly; Small molecule design,Web application,,Free of charge,,,https://www.boltzmannmaps.com,10.1021/acs.jcim.3c00209
BMCeasy,BMCeasy,Determination of benchmark concentrations and their statistical uncertainty for cytotoxicity test data and functional in vitro assays.,http://invitrotox.uni-konstanz.de/BMC/,Pharmacology; Toxicology,Incident curve plotting; Quantification; Standardisation and normalisation,Web application,,,,R,https://github.com/JohannaNyff/BMCeasy,10.14573/ALTEX.1912021
bmrb,BMRB,"The Biological Magnetic Resonance Data Bank (BioMagResBank or BMRB) is a repository for data from NMR Spectroscopy on proteins, peptides, nucleic acids, and other biomolecules.",http://www.bmrb.wisc.edu,Biophysics,Data retrieval; Database search; Deposition; Parsing; Visualisation,Database portal,GPL-2.0,,,"R, Python",https://github.com/uwbmrb,10.1007/978-1-0716-0270-6_14
bmtk,BMTK,"The Brain Modeling Toolkit (BMTK) is a python-based software package for building, simulating and analyzing large-scale neural network models. It supports the building and simulation of models of varying levels-of-resolution; from multi-compartment biophysically detailed networks, to point-neuron models, to filter-based models, and even population-level firing rate models.",https://alleninstitute.github.io/bmtk/,Biophysics,Modelling and simulation; Network analysis; Quantification,Suite,BSD-3-Clause,,,Python,https://github.com/AllenInstitute/bmtk,10.1101/2020.05.08.084947; 10.1371/journal.pcbi.1008386
BNNR,BNNR,"Drug repositioning based on bounded nuclear norm regularization | BNNR is a novel computational method, which utilizes Bounded Nuclear Norm Regularization algorithm to identify potential novel indications for known or new drugs. The code in this package implements Bounded Nuclear Norm Regularization (BNNR) for drug repositioning, which is implemented in Matlab2014a",https://github.com/BioinformaticsCSU/BNNR,Medicinal chemistry,,,,,,MATLAB,https://github.com/BioinformaticsCSU/BNNR,10.1093/BIOINFORMATICS/BTZ331
bnreduction,BNReduction,Steady-state analysis of Boolean molecular network models via model reduction and computational algebra,https://github.com/alanavc/BNReduction,Molecular modelling,Network analysis,,Freeware,Free of charge,,C++,https://github.com/alanavc/BNReduction,10.1186/1471-2105-15-221
bober,BoBER,Web interface to the base of bioisosterically exchangeable replacements.,http://bober.insilab.org/,Cheminformatics; Medicinal chemistry,Protein interaction prediction,Web application,,,,,http://bober.insilab.org/,10.1186/s13321-017-0251-x
bodil,Bodil,"Modular, multi-platform software package for biomolecular visualization and modeling. Bodil aims to provide easy three-dimensional molecular graphics closely integrated with sequence viewing and sequence alignment editing.",http://users.abo.fi/bodil/about.php,Molecular modelling,Editing; Sequence alignment; Sequence alignment editing,Desktop application,,,,C++,http://users.abo.fi/bodil/about.php,15663001
boltz,Boltz,Boltz is the name given to a set of models designed for biomolecular interaction prediction.,https://github.com/jwohlwend/boltz,Binding sites; Molecular modelling,,Command-line tool,MIT,,Mature,Python,https://github.com/jwohlwend/boltz,10.1101/2025.06.14.659707; 10.1101/2024.11.19.624167; 10.1038/s41592-022-01488-1
BONITA,BONITA,Executable pathway analysis using ensemble discrete-state modeling for large-scale data | BONITA- Boolean Omics Network Invariant-Time Analysis is a package for the inference of Boolean rules and pathway analysis on omics data. It can be applied to help uncover underlying relationships in biological data. Please see our publication for more information: [insert eventual publication here],https://github.com/thakar-lab/BONITA,Drug discovery,Enrichment analysis; Network simulation; Pathway or network analysis,,,,,Python,https://github.com/thakar-Lab/BONITA,10.1371/JOURNAL.PCBI.1007317
bottled_saft,Bottled SAFT,SAFT-γ Mie Force Field Parameters for Thousands of Molecular Fluids.,http://www.bottledsaft.org/,Molecular modelling,Molecular dynamics,Web application,,,,Python,http://www.bottledsaft.org/,10.1021/ACS.JCIM.6B00149
bow-gbdt,BOW-GBDT,BOW-GBDT is a GBDT classifier combining with artificial neural network for identifying GPCR–Drug Interaction based on Wordbook Learning from sequences.,http://www.jci-bioinfo.cn/bowgbdt,Drug discovery,Feature extraction; Formatting; Transmembrane protein prediction,Web application,,,,,http://www.jci-bioinfo.cn/bowgbdt,10.3389/FCELL.2020.623858
bracoli,BraCoLi,The Brazilian Compound Library (BraCoLi) a repository of chemical and biological information for drug design.,https://www.farmacia.ufmg.br/qf/downloads/,Cheminformatics; Compound libraries and screening; Medicinal chemistry,Deposition; Essential dynamics; Principal component visualisation; Scaffolding; Small molecule design,Database portal,,Free of charge,,,https://www.farmacia.ufmg.br/qf/downloads/,10.1007/S11030-022-10386-9
brain-mri-tumor-detection-classification,Brain MRI Tumor Detection and Classification,A MATLAB code for Brain MRI Tumor Detection and Classification,https://www.mathworks.com/matlabcentral/fileexchange/55107-brain-mri-tumor-detection-and-classification,Biophysics,Essential dynamics; Feature extraction; Image analysis,Library,,Free of charge (with restrictions),,MATLAB,https://www.mathworks.com/matlabcentral/fileexchange/55107-brain-mri-tumor-detection-and-classification,
breeze,Breeze,"BREEZE is a web based interactive application for analyzing drug screening data. BREEZE application combines the comprehensive quality control, dose response fitting and calculates the quantitative scoring parameters such as EC50, IC50, drug sensitivity score (DSS) and area under the curve (AUC). The interactive visualizations generated at each step helps the understanding data and exploratory analysis.",https://breeze.fimm.fi/,Compound libraries and screening,Quantification; Validation; Visualisation,Web application,BSD-3-Clause,,,R,https://github.com/potdarswapnil/Breeze,10.1093/BIOINFORMATICS/BTAA138
brick-cfcmc,Brick-CFCMC,Monte Carlo (MC) simulation code Brick-CFCMC for phase- and reaction equilibria calculations,https://gitlab.com/ETh_TU_Delft/Brick-CFCMC,Molecular dynamics,Molecular dynamics; Phasing; Simulation analysis,Desktop application,Other,Free of charge,,"Fortran, Shell, C++",https://gitlab.com/ETh_TU_Delft/Brick-CFCMC,10.1021/ACS.JCIM.1C00652
bridge-galaxy,BRIDGE,"Biomolecular Reaction and Interaction Dynamics Global Environment (BRIDGE) is an open-source web platform developed with the aim to provide an environment for the design of reliable methods to conduct reproducible biomolecular simulations. It is built on the well-known Galaxy bioinformatics platform. Through this, BRIDGE hosts computational chemistry tools on public web servers for internet use and provides machine- and operating-system-independent portability using the Docker container platform for local use.",https://github.com/scientificomputing/BRIDGE,Computational chemistry; Drug discovery,Essential dynamics; Salt bridge calculation; Virtual screening,Workbench,,,,,https://github.com/scientificomputing/BRIDGE,10.1021/ACS.JCIM.0C00206
bridgedb,BridgeDb,BridgeDb is a framework to map identifiers between various databases.  It includes a Java library that provides an API to work with identifier-identifier mapping databases and resources.,http://bridgedb.github.io/,Toxicology,Query and retrieval,Library,Apache-2.0,Free of charge,Mature,Java,https://github.com/bridgedb/BridgeDb,10.1186/1471-2105-11-5; 10.1007/978-3-319-11964-9_7; 10.3897/rio.8.e83031
bridgedpi,BridgeDPI,A Novel Graph Neural Network for Predicting Drug-Protein Interactions.,https://github.com/SenseTime-Knowledge-Mining/BridgeDPI,Drug discovery,Network analysis; Protein interaction prediction; Virtual screening,Workbench,Apache-2.0,,,Python,https://github.com/SenseTime-Knowledge-Mining/BridgeDPI,10.1093/BIOINFORMATICS/BTAC155
BRUSELAS,BRUSELAS,HPC Generic and Customizable Software Architecture for 3D Ligand-Based Virtual Screening of Large Molecular Databases.,http://bio-hpc.ucam.edu/Bruselas/,Drug discovery,Protein-ligand docking; Scaffolding,Web application,CC-BY-4.0,Free of charge (with restrictions),Mature,,http://bio-hpc.ucam.edu/Bruselas/,10.1021/ACS.JCIM.9B00279
bsdb,BSDB,"Provides information about mechanostability of proteins. Its core is based on simulations of stretching of proteins within a structure-based model. The primary information is about the heights of the maximal force peaks, the force-displacement patterns, and the sequencing of the contact-rupturing events. Information on the possible types of the mechanical clamps (the motifs which are responsible for a protein's resistance to stretching) are also given.",http://www.ifpan.edu.pl/BSDB/,Molecular dynamics,Modelling and simulation; Molecular docking; Molecular dynamics; Peak calling; Protein modelling,Database portal,,,,,http://www.ifpan.edu.pl/BSDB/,10.1093/nar/gkq851
bsfinder,BsFinder,Tool for predicting the binding sites for the given proteins. It is implemented in Java.,https://sites.google.com/site/guofeics/bsfinder,Binding sites,Protein sequence analysis,Command-line tool,,,,Java,https://sites.google.com/site/guofeics/bsfinder,10.1186/1471-2105-13-s10-s2
bsm-arc,BSM-Arc,"The Biological Structure Model Archive (BSM-Arc) aims to collect raw data obtained via in silico methods related to structural biology, such as computationally modeled 3D structures and molecular dynamics trajectories. Since BSM-Arc does not enforce a specific data format for the raw data, depositors are free to upload their data without any prior conversion. Besides uploading raw data, BSM-Arc enables depositors to annotate their data with additional explanations and figures. It is possible to recreate 3D scenes as shown in the corresponding scientific article in an interactive manner.",https://bsma.pdbj.org,Molecular dynamics; Molecular modelling,Deposition; Molecular docking; Molecular dynamics; Protein modelling; Trajectory visualization,Database portal,,,,,https://bsma.pdbj.org,10.1007/S12551-020-00632-5
bsp-slim,BSP-SLIM,New method for ligand-protein blind docking using low-resolution protein structures.,http://zhanglab.ccmb.med.umich.edu/BSP-SLIM/,Molecular modelling,Protein binding site prediction,Web application,,,,,http://zhanglab.ccmb.med.umich.edu/BSP-SLIM/,10.1002/prot.23165
buccaneer,buccaneer,"BUild Connected C-Alphas, Nautical Excuse for Eponym Required performs statistical chain tracing by identifying connected alpha-carbon positions using a likelihood-based density target.",http://www.ysbl.york.ac.uk/~cowtan/buccaneer/buccaneer.html,Molecular modelling,Statistical inference,Command-line tool,,,,Python,http://www.ysbl.york.ac.uk/~cowtan/buccaneer/buccaneer.html,10.1107/s0907444906022116
buddy,BUDDY,Open-source cheminformatic software platform developed for MS-based metabolomics research.,https://github.com/HuanLab/BUDDY,Cheminformatics,Optimisation and refinement; Peptide database search; de Novo sequencing,Desktop application,MIT,Free of charge,,C#,https://github.com/HuanLab/BUDDY,10.1038/s41592-023-01850-x
buildamol,BuildAMol,"BuildAMol is a Python toolkit for fragment-based molecular assembly designed for flexibility and expert-driven model construction. It caters to a broad range of applications, from metal complex generation to integration into drug discovery pipelines.",https://github.com/NoahHenrikKleinschmidt/buildamol,Cheminformatics; Molecular modelling,Protein structure validation; Sequence assembly; Small molecule design; Visualisation,,,,,Python,https://github.com/NoahHenrikKleinschmidt/buildamol,10.1186/S13321-024-00900-6
c-immsim,C-IMMSIM,"C-IMMSIM is an immunoinformatics tool used to predict and simulate immune responses, specifically for the development of broad-spectrum vaccines against viruses like Bluetongue. It integrates protein docking, molecular dynamics, and cytokine response prediction for vaccine design.",https://kraken.iac.rm.cnr.it/C-IMMSIM/index.php?page=1,Molecular modelling,DNA vaccine design; Epitope mapping; Molecular dynamics; Peptide immunogenicity prediction; Protein-protein docking,,,,,,https://kraken.iac.rm.cnr.it/C-IMMSIM/index.php?page=1,10.3389/FIMMU.2024.1424307
CABS-dock,CABS-dock,A web application for flexible protein-peptide docking.,http://biocomp.chem.uw.edu.pl/CABSdock,Drug discovery; Molecular modelling,Binding site prediction; Peptide identification; Protein-ligand docking; Protein-protein docking; Side chain modelling,Web application,,,,,http://bitbucket.org/lcbio/cabsdock,10.1111/TMI.13348; 10.1002/PRO.3771
cabs-flex,CABS-flex,Efficient procedure for the simulation of structure flexibility of folded globular proteins.,http://biocomp.chem.uw.edu.pl/CABSflex,Molecular modelling,Protein structure analysis,Web application,,,,,http://biocomp.chem.uw.edu.pl/CABSflex,10.1093/nar/gkt332
cabs-flex_2.0,CABS-flex 2.0,Fast method for predicting protein structure fluctuations that uses a single protein model as the input.,http://biocomp.chem.uw.edu.pl/CABSflex2,Molecular dynamics,Protein flexibility and motion analysis; Protein modelling,Web application,,,,,https://bitbucket.org/lcbio/cabsflex,10.1093/nar/gky356
cacp-deepgram,cACP-DeepGram,Classification of anticancer peptides via deep neural network and skip-gram-based word embedding model.,https://github.com/shahidakbarcs/cACP-DeepGram,Drug discovery,,Library,Not licensed,,,"C++, C, MATLAB",https://github.com/shahidakbarcs/cACP-DeepGram,10.1016/j.artmed.2022.102349
cad-score,CAD-score,New evaluation function quantifying differences between physical contacts in a model and the reference structure.,http://bioinformatics.lt/software/cad-score,Molecular modelling,Comparison,Command-line tool,,,,,http://bioinformatics.lt/software/cad-score,10.1002/prot.24172; 10.1007/978-1-0716-0270-6_6
caddie,CADDIE,"Cancer Driver Drug Interaction Explorer (CADDIE) It provides an interface for a variety of CADDIEs functionalities, giving the user the possibility to execute tasks on CADDIE programmatically without using the website.",https://exbio.wzw.tum.de/caddie/,Drug discovery,Network visualisation; Small molecule design,Web application,GPL-3.0,Free of charge,,Python,https://pypi.org/project/caddiepy/,10.1093/nar/gkac384
cadnano,Cadnano,This software simplifies and enhances the process of designing three-dimensional DNA origami nanostructures. Through its user-friendly 2D and 3D interfaces it accelerates the creation of arbitrary designs.,http://cadnano.org/,Molecular modelling,DNA structure prediction,Desktop application,,,,,http://cadnano.org/,10.1093/nar/gkp436
CaFE_Calculation_of_Free_Energy,CaFE,CaFE (Calculation of Free Energy) - a VMD plugin for binding affinity prediction using end-point free energy methods.,https://github.com/huiliucode/cafe_plugin,Medicinal chemistry; Molecular dynamics,Molecular docking; Molecular dynamics; Phasing,Command-line tool,GPL-3.0,Free of charge,Mature,,https://github.com/huiliucode/cafe_plugin,10.1093/bioinformatics/btw215
calculation-ct-mtf-nps,Calculation of CT MTF and NPS,Calculation of CT MTF and NPS using the ACR accreditation phantom. This code enables measurements of CT MTF and NPS from images of an ACR accreditation phantom.,https://www.mathworks.com/matlabcentral/fileexchange/41401-calculation-of-ct-mtf-and-nps-using-the-acr-accreditation-phantom,Biophysics,Image analysis,Library,,Free of charge (with restrictions),,MATLAB,https://www.mathworks.com/matlabcentral/fileexchange/41401-calculation-of-ct-mtf-and-nps-using-the-acr-accreditation-phantom,10.1118/1.4800795
caltrack,CalTrack,CalTrack is a script for high-throughput automated calcium transient analysis in cardiomyocytes.,https://github.com/ToepferLab/CalTrack,Pharmacology,,Script,,,,MATLAB,https://github.com/ToepferLab/CalTrack,10.1161/circresaha.121.318868
camels,CaMELS,In silico prediction of calmodulin binding proteins and their binding sites.,https://camels.pythonanywhere.com/,Binding sites,Protein binding site prediction,Web application,,,,,https://camels.pythonanywhere.com/,10.1002/PROT.25330
can_naming,CAN,Charge atomtype naming (CAN) a program to streamline preparation of molecular coordinate files for molecular dynamics simulations.,https://sourceforge.net/projects/canmd/,Molecular dynamics,Data handling; Molecular dynamics,Desktop application,Other,Free of charge,,,https://sourceforge.net/projects/canmd/,10.1002/JCC.26729
canbind,CanBind,CanBind is a pipeline to identify genes significantly mutated in cancer,http://canbind.princeton.edu/,Binding sites,Protein sequence analysis,Command-line tool,,,,,http://canbind.princeton.edu/,10.1093/nar/gkt1305
cancer-associated_hallmarks,Cancer Hallmark Enrichment Analysis,"Cancer Hallmark Enrichment Analysis provides a gene set enrichment analysis for cancer hallmarks, integrating a consensus gene set (n=6763) from multiple projects. The online tool (www.cancerhallmarks.com) identifies cancer-associated hallmarks from new gene sets and provides enrichment plots.",http://www.cancerhallmarks.com,Pharmacology,Gene-set enrichment analysis; Literature search; Visualisation,,,,,,http://www.cancerhallmarks.com,10.1016/J.JPHA.2024.101065
candis,CaNDis,"Causal Network of Diseases (CaNDis) is a web server for the exploration of a human causal interaction network, which we expanded with data on diseases and FDA-approved drugs, on the basis of which we constructed a disease–disease network in which the links represent the similarity between diseases.",http://candis.ijs.si,Drug discovery,Network visualisation; Protein interaction network prediction,Web application,,,,,http://candis.ijs.si,10.1093/bioinformatics/btaa762
candock,CANDOCK,"CANDOCK (Chemical Atomic Network-Based Hierarchical Flexible Docking Algorithm Using Generalized Statistical Potentials) is a novel docking algorithm, that utilizes a hierarchical approach to reconstruct ligands from an atomic grid using graph theory and generalized statistical potential functions to sample biologically relevant ligand conformations. Our algorithm accounts for protein flexibility, solvent, metal ions, and cofactor interactions in the binding pocket that are traditionally ignored by current methods.",https://github.com/chopralab/candock,Medicinal chemistry; Molecular modelling,Forcefield parameterisation; Protein-protein docking; Simulation analysis; Virtual screening,,GPL-3.0,,,C++,https://github.com/chopralab/candock,10.1021/ACS.JCIM.9B00686
cansar,canSAR,"canSAR is an integrated database that brings together biological, chemical, pharmacological (and eventually clinical) data. Its goal is to integrate this data and make it accessible to cancer research scientists from multiple disciplines, in order to help with hypothesis generation in cancer research and support translational research.",https://cansar.icr.ac.uk/,Drug discovery; Medicinal chemistry,Pathway or network prediction; Protein interaction network analysis,Database portal,,,,,https://cansar.icr.ac.uk/,10.1093/nar/gkr881
cansarchem,canSARchem,canSAR is a chemistry registration and standardization pipeline.,http://cansar.icr.ac.uk,Drug discovery; Pharmacology,Small molecule design; Standardisation and normalisation,Workflow,CC-BY-SA-4.0,Free of charge,,Python,https://gitlab.icr.ac.uk/cansar-public/compound-registration-pipeline,10.1186/s13321-022-00606-7
